Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
8590-OHDIW,Female,52,Yes,3,Garden Grove,92843,33.764018,-117.931507,1,38,Offer C,Yes,44.32,No,No,,,,,,,,,,,One Year,No,Credit Card,20.3,749.35,10.65,0,1684.16,2422.86,Stayed,,
1915-OAKWD,Female,56,No,0,Belvedere Tiburon,94920,37.885629,-122.46858,0,16,Offer D,Yes,44.05,No,No,,,,,,,,,,,One Year,Yes,Bank Withdrawal,19.3,360.35,0.0,0,704.8,1065.15,Stayed,,
6143-JQKEA,Male,34,No,0,Adelanto,92301,34.667815,-117.536183,0,10,,Yes,15.45,No,Yes,Cable,22.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.8,436.2,0.0,0,154.5,590.7,Stayed,,
4589-IUAJB,Male,36,Yes,0,Garden Grove,92843,33.764018,-117.931507,1,70,Offer A,Yes,28.54,Yes,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,24.25,1724.15,0.0,0,1997.8,3721.95,Stayed,,
7903-CMPEY,Male,78,Yes,0,Corte Madera,94925,37.924014,-122.511694,1,1,,Yes,17.51,Yes,Yes,Fiber Optic,21.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.3,80.3,0.0,0,17.51,97.81,Churned,Competitor,Competitor had better devices
8433-WPJTV,Female,76,Yes,3,French Camp,95231,37.873283,-121.292034,8,65,Offer B,Yes,1.58,Yes,Yes,Fiber Optic,27.0,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,103.9,6767.1,0.0,0,102.7,6869.8,Stayed,,
1550-EENBN,Female,23,No,0,Concord,94519,37.990118,-122.012188,0,31,,Yes,45.71,Yes,Yes,Fiber Optic,58.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,104.35,3205.6,0.0,0,1417.01,4622.61,Stayed,,
6258-NGCNG,Male,54,No,0,Compton,90220,33.88151,-118.234451,0,7,Offer E,Yes,1.41,Yes,No,,,,,,,,,,,Month-to-Month,No,Credit Card,23.5,173.0,0.0,0,9.87,182.87,Stayed,,
3370-HXOPH,Female,50,No,0,Mountain View,94041,37.388349,-122.075299,0,3,,Yes,14.35,Yes,Yes,Fiber Optic,17.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.1,257.6,0.0,0,43.05,300.65,Joined,,
5003-OKNNK,Female,44,Yes,3,Hoopa,95546,41.163637,-123.704841,10,15,Offer D,Yes,46.64,No,No,,,,,,,,,,,One Year,No,Credit Card,20.35,335.95,0.0,0,699.6,1035.55,Stayed,,
1047-RNXZV,Male,57,No,0,Glendale,91208,34.195386,-118.238508,0,43,,Yes,3.18,No,No,,,,,,,,,,,Two Year,No,Credit Card,19.55,876.15,15.17,0,136.74,997.72,Stayed,,
3845-JHAMY,Female,48,Yes,3,Inverness,94937,38.099323,-122.945723,1,16,Offer D,No,,,Yes,Cable,53.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,35.5,552.7,0.0,80,0.0,632.7,Stayed,,
4693-VWVBO,Female,60,No,0,Valley Springs,95252,38.156971,-120.849231,0,3,,Yes,40.98,No,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.55,61.05,0.0,0,122.94,183.99,Joined,,
7734-DBOAI,Female,42,Yes,2,Pope Valley,94567,38.672708,-122.403219,1,1,,No,,,Yes,DSL,12.0,No,No,No,Yes,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,40.1,40.1,0.0,10,0.0,50.1,Churned,Attitude,Attitude of support person
4664-NJCMS,Female,52,Yes,0,San Francisco,94133,37.802071,-122.411004,7,33,Offer C,No,,,Yes,DSL,7.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,59.55,2016.3,0.0,0,0.0,2016.3,Stayed,,
1402-PTHGN,Female,22,Yes,2,Elk Grove,95624,38.434138,-121.30587,7,18,Offer D,Yes,40.36,No,Yes,DSL,51.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,61.5,1087.45,0.0,0,726.48,1813.93,Stayed,,
3284-SVCRO,Female,35,Yes,0,Sunol,94586,37.587494,-121.862856,6,45,Offer B,Yes,42.32,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,25.5,1121.05,0.0,0,1904.4,3025.45,Stayed,,
4213-HKBJO,Female,60,No,0,Martinez,94553,38.014457,-122.115432,0,33,,Yes,36.5,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,25.7,826.1,0.0,0,1204.5,2030.6,Stayed,,
1096-ADRUX,Female,34,Yes,1,Placentia,92870,33.881158,-117.854783,1,66,,Yes,37.84,Yes,Yes,Fiber Optic,17.0,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,74.25,4859.25,0.0,0,2497.44,7356.69,Stayed,,
5320-BRKGK,Female,28,Yes,2,Escondido,92027,33.141265,-116.967221,1,58,Offer B,Yes,2.87,Yes,Yes,DSL,69.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,75.8,4415.75,0.0,0,166.46,4582.21,Stayed,,
4194-WHFCB,Female,35,Yes,5,Aromas,95004,36.878364,-121.629781,2,59,,Yes,48.07,Yes,Yes,Fiber Optic,53.0,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.65,5580.8,0.0,0,2836.13,8416.93,Stayed,,
6500-JVEGC,Male,56,No,0,Lakewood,90715,33.841027,-118.078097,0,68,,Yes,11.22,Yes,Yes,Fiber Optic,7.0,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,101.35,7110.75,0.0,0,762.96,7873.71,Stayed,,
7954-MLBUN,Male,41,No,0,Santa Barbara,93111,34.460197,-119.802602,0,31,,Yes,10.05,No,Yes,Fiber Optic,14.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,99.45,3109.9,43.38,0,311.55,3378.07,Stayed,,
1685-BQULA,Female,54,No,0,La Quinta,92253,33.695532,-116.310571,0,40,Offer B,Yes,2.83,Yes,Yes,Fiber Optic,22.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.4,3756.4,4.18,0,113.2,3865.42,Stayed,,
7710-JSYOA,Female,59,Yes,1,Pala,92059,33.384345,-117.072619,0,69,Offer A,Yes,28.53,Yes,Yes,Fiber Optic,24.0,No,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,93.3,6398.05,0.0,0,1968.57,8366.62,Stayed,,
5602-BVFMK,Female,58,No,0,Independence,93526,36.869584,-118.189241,0,12,,Yes,41.78,No,No,,,,,,,,,,,One Year,No,Credit Card,19.3,228.75,0.0,0,501.36,730.11,Stayed,,
7508-DQAKK,Female,21,No,0,Shingle Springs,95682,38.598936,-120.963092,0,64,,Yes,8.52,Yes,Yes,DSL,73.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,86.4,5442.05,0.0,0,545.28,5987.33,Stayed,,
4521-YEEHE,Female,23,Yes,0,Anaheim,92805,33.830209,-117.906099,8,18,Offer D,Yes,18.55,Yes,Yes,Fiber Optic,59.0,No,No,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.85,1594.75,21.58,0,333.9,1907.07,Stayed,,
5091-HFAZW,Female,36,No,0,Santa Fe Springs,90670,33.933565,-118.062611,0,2,,Yes,46.78,No,Yes,Fiber Optic,12.0,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,91.15,168.5,0.0,10,93.56,272.06,Joined,,
0365-TRTPY,Female,52,No,0,Covina,91724,34.08111,-117.853935,0,37,,Yes,11.73,Yes,Yes,Fiber Optic,30.0,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,91.2,3382.3,0.0,0,434.01,3816.31,Stayed,,
7727-SHVZV,Female,56,No,0,Chico,95926,39.745712,-121.84333,0,9,,Yes,43.83,No,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.5,150.35,0.0,0,394.47,544.82,Stayed,,
5468-BPMMO,Male,59,Yes,0,Santa Cruz,95064,37.007882,-122.065975,3,46,,Yes,16.07,No,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.6,851.2,0.0,0,739.22,1590.42,Stayed,,
4697-LUPSU,Male,22,Yes,0,Grover Beach,93433,35.120833,-120.61843,6,2,,Yes,38.41,No,No,,,,,,,,,,,One Year,No,Credit Card,20.2,34.75,0.0,0,76.82,111.57,Joined,,
6917-FIJHC,Female,60,Yes,0,Livingston,95334,37.361987,-120.748394,8,72,Offer A,Yes,26.98,Yes,No,,,,,,,,,,,Two Year,Yes,Credit Card,26.0,1776.0,0.0,0,1942.56,3718.56,Stayed,,
7037-MTYVW,Male,26,Yes,2,San Jose,95133,37.371862,-121.860349,6,38,Offer C,Yes,17.52,Yes,Yes,DSL,59.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,85.4,3297.0,0.0,0,665.76,3962.76,Stayed,,
5791-KAJFD,Female,58,Yes,0,Newport Beach,92662,33.606336,-117.893042,2,56,,Yes,42.86,Yes,Yes,DSL,8.0,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,68.75,3808.0,0.0,0,2400.16,6208.16,Stayed,,
5501-TVMGM,Male,21,No,0,Canby,96015,41.486953,-120.913975,0,1,,Yes,39.19,No,Yes,DSL,69.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,55.25,55.25,0.0,60,39.19,154.44,Joined,,
4833-QTJNO,Male,66,Yes,0,Coulterville,95311,37.722127,-120.110174,10,67,,Yes,44.9,Yes,Yes,Fiber Optic,20.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,83.85,5588.8,0.0,0,3008.3,8597.1,Stayed,,
2929-QNSRW,Female,21,Yes,0,San Diego,92130,32.957195,-117.202542,1,56,,Yes,19.16,Yes,Yes,Fiber Optic,48.0,No,Yes,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,98.25,5508.35,0.0,150,1072.96,6731.31,Churned,Competitor,Competitor made better offer
3585-YNADK,Female,25,Yes,0,Berkeley,94707,37.897753,-122.279391,2,57,,Yes,6.63,Yes,Yes,Cable,27.0,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,74.6,4368.95,0.0,0,377.91,4746.86,Stayed,,
4702-HDRKD,Male,30,No,0,Knights Landing,95645,38.875508,-121.765866,0,67,Offer A,No,,,Yes,Cable,85.0,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,49.35,3321.35,0.0,0,0.0,3321.35,Stayed,,
7614-QVWQL,Male,57,Yes,0,Costa Mesa,92627,33.645672,-117.922613,2,49,,No,,,Yes,DSL,5.0,No,Yes,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,51.8,2541.25,0.0,50,0.0,2591.25,Churned,Other,Moved
4510-HIMLV,Male,50,No,0,La Habra,90631,33.940619,-117.9513,0,1,,Yes,22.86,No,Yes,Fiber Optic,25.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.8,69.8,0.0,10,22.86,102.66,Churned,Dissatisfaction,Network reliability
9625-QNLUX,Male,51,Yes,2,San Jose,95138,37.246064,-121.749494,2,68,,Yes,21.86,No,Yes,Fiber Optic,29.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,103.25,7074.4,0.0,0,1486.48,8560.88,Stayed,,
4385-GZQXV,Female,68,No,0,Ontario,91764,34.074087,-117.605618,0,16,Offer D,Yes,9.43,No,Yes,Fiber Optic,9.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.45,1511.2,0.0,0,150.88,1662.08,Churned,Competitor,Competitor had better devices
8584-KMVXD,Female,64,No,0,Calistoga,94515,38.629618,-122.593216,0,8,Offer E,Yes,11.2,No,Yes,Fiber Optic,17.0,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,75.6,535.55,0.0,10,89.6,635.15,Stayed,,
9357-UJRUN,Male,50,Yes,0,Carlotta,95528,40.497283,-123.93037,5,24,,Yes,34.01,Yes,Yes,Cable,4.0,Yes,No,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,58.35,1346.9,0.0,0,816.24,2163.14,Stayed,,
6591-QGOYB,Male,29,No,0,Surfside,90743,33.728273,-118.085304,0,17,,Yes,38.78,Yes,Yes,Fiber Optic,59.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.65,1672.1,0.0,0,659.26,2331.36,Stayed,,
3815-SLMEF,Female,26,No,0,Avenal,93204,35.916943,-120.129921,0,3,Offer E,No,,,Yes,Cable,52.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,34.25,139.35,0.0,0,0.0,139.35,Churned,Competitor,Competitor offered higher download speeds
9278-VZKCD,Female,67,Yes,0,Norco,92860,33.925833,-117.559639,1,52,,Yes,4.11,Yes,Yes,Fiber Optic,17.0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,109.1,5647.95,0.0,0,213.72,5861.67,Stayed,,
2845-AFFTX,Male,78,Yes,0,Westport,95488,39.724433,-123.767578,0,41,,Yes,22.56,Yes,Yes,Fiber Optic,15.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.8,4259.3,8.88,0,924.96,5175.38,Churned,Dissatisfaction,Product dissatisfaction
3696-DFHHB,Female,50,No,0,Big Bend,96011,41.096569,-121.879082,0,68,,Yes,9.82,Yes,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,25.5,1821.8,16.85,0,667.76,2472.71,Stayed,,
9259-PACGQ,Female,19,Yes,0,Los Angeles,90026,34.078991,-118.263804,1,34,,Yes,41.32,Yes,Yes,Cable,71.0,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,62.65,2274.9,0.0,0,1404.88,3679.78,Churned,Competitor,Competitor had better devices
3807-BPOMJ,Female,59,Yes,0,Dobbins,95935,39.381174,-121.21191,6,55,Offer B,Yes,24.93,No,Yes,Fiber Optic,17.0,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.75,5276.1,0.0,0,1371.15,6647.25,Stayed,,
1223-UNPKS,Male,55,Yes,1,Wendel,96136,40.345949,-120.081187,4,20,,Yes,3.87,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.05,400.0,0.0,0,77.4,477.4,Stayed,,
3677-IYRBF,Female,73,No,0,Newcastle,95658,38.883224,-121.15918,0,2,,No,,,Yes,DSL,13.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.4,78.65,0.0,0,0.0,78.65,Churned,Attitude,Attitude of support person
5453-AXEPF,Male,31,Yes,0,San Jose,95134,37.42765,-121.945416,7,17,Offer D,Yes,46.71,Yes,Yes,Fiber Optic,8.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.5,1336.9,0.0,0,794.07,2130.97,Stayed,,
2657-ALMWY,Female,65,Yes,0,Simi Valley,93065,34.269449,-118.768471,1,26,Offer C,Yes,18.26,No,Yes,Fiber Optic,3.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.95,2169.75,0.0,0,474.76,2644.51,Churned,Price,Price too high
1582-RAFML,Male,26,No,0,Sacramento,95821,38.625096,-121.383658,0,1,Offer E,Yes,23.63,Yes,Yes,Cable,85.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,60.1,60.1,0.0,0,23.63,83.73,Churned,Competitor,Competitor had better devices
7176-WRTNX,Male,51,No,0,Ventura,93004,34.278697,-119.167798,0,70,Offer A,Yes,14.63,Yes,Yes,Fiber Optic,30.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114.95,7711.25,0.0,0,1024.1,8735.35,Stayed,,
3908-BLSYF,Female,40,No,0,Los Altos,94024,37.352911,-122.093002,0,6,,Yes,25.93,No,Yes,Fiber Optic,24.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,83.9,497.55,0.0,0,155.58,653.13,Churned,Competitor,Competitor had better devices
0733-VUNUW,Male,43,No,0,San Francisco,94114,37.758085,-122.434801,0,24,,Yes,8.99,Yes,Yes,DSL,5.0,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,55.65,1400.55,0.0,60,215.76,1676.31,Churned,Competitor,Competitor had better devices
8840-DQLGN,Female,65,Yes,0,Burbank,91502,34.177267,-118.31003,1,35,,Yes,15.98,Yes,Yes,Cable,22.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.5,3653.35,0.0,0,559.3,4212.65,Churned,Attitude,Attitude of support person
4360-QRAVE,Male,75,No,0,Farmington,95230,37.956963,-120.863055,0,37,Offer C,No,,,Yes,DSL,29.0,No,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,36.65,1315.0,0.0,0,0.0,1315.0,Stayed,,
6022-KOUQO,Female,51,Yes,2,Eagleville,96110,41.280341,-120.150381,4,2,Offer E,No,,,Yes,Cable,27.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,29.05,44.75,0.0,0,0.0,44.75,Joined,,
6377-KSLXC,Male,31,No,0,Fair Oaks,95628,38.652065,-121.25441,0,5,,Yes,24.16,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,19.95,107.05,0.0,0,120.8,227.85,Stayed,,
0862-PRCBS,Female,32,Yes,3,San Francisco,94132,37.722302,-122.491129,6,68,,Yes,16.09,Yes,Yes,Fiber Optic,53.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,103.75,7039.45,0.0,0,1094.12,8133.57,Stayed,,
9837-BMCLM,Male,39,No,0,Stockton,95202,37.959706,-121.287669,0,3,,Yes,31.88,No,Yes,Fiber Optic,7.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.5,242.05,0.0,0,95.64,337.69,Churned,Price,Long distance charges
1356-MKYSK,Male,44,No,0,Castro Valley,94546,37.708327,-122.083473,0,6,Offer E,Yes,46.59,No,Yes,DSL,7.0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Credit Card,78.65,483.3,0.0,10,279.54,772.84,Stayed,,
7252-NTGSS,Female,43,No,0,Redondo Beach,90277,33.830453,-118.384565,0,1,,Yes,42.34,No,Yes,DSL,10.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.15,45.15,0.0,0,42.34,87.49,Joined,,
0639-TSIQW,Female,28,No,0,White Water,92282,33.972293,-116.654195,0,67,Offer A,Yes,37.5,Yes,Yes,Fiber Optic,30.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,102.95,6886.25,0.0,0,2512.5,9398.75,Churned,Competitor,Competitor offered more data
7047-YXDMZ,Male,59,No,0,Vallejo,94591,38.105733,-122.186338,0,21,Offer D,Yes,34.39,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.0,417.7,0.0,0,722.19,1139.89,Stayed,,
6169-PGNCD,Female,61,No,0,Westwood,96137,40.271535,-121.018087,0,57,,Yes,6.45,No,Yes,DSL,3.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,74.3,4166.35,0.0,0,367.65,4534.0,Stayed,,
5701-YVSVF,Female,68,Yes,0,Fallbrook,92028,33.362575,-117.299644,9,11,Offer D,Yes,29.15,No,Yes,Fiber Optic,2.0,No,No,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,82.9,880.05,0.0,0,320.65,1200.7,Stayed,,
5062-CJJKH,Male,63,Yes,3,Burbank,91505,34.174215,-118.345928,1,25,,Yes,36.17,No,Yes,DSL,53.0,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card,53.65,1355.45,0.0,0,904.25,2259.7,Stayed,,
8190-ZTQFB,Male,50,No,0,Bieber,96009,41.083464,-121.107929,0,41,,No,,,Yes,Cable,8.0,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,51.35,2075.1,0.0,80,0.0,2155.1,Stayed,,
3678-MNGZX,Male,45,Yes,3,Porter Ranch,91326,34.281911,-118.556218,1,68,Offer A,Yes,35.89,No,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,19.95,1377.7,28.98,0,2440.52,3789.24,Stayed,,
0270-THENM,Male,62,Yes,2,Mission Hills,91345,34.266389,-118.459744,1,72,,Yes,28.37,Yes,Yes,DSL,18.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.85,5102.35,25.24,0,2042.64,7119.75,Stayed,,
8548-AWOFC,Male,21,Yes,0,Huntington Beach,92647,33.723579,-118.005441,4,66,,Yes,7.67,Yes,Yes,DSL,69.0,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,63.85,4264.6,0.0,0,506.22,4770.82,Stayed,,
7789-HKSBS,Female,79,Yes,0,Lakewood,90713,33.847755,-118.112532,2,42,,Yes,35.38,Yes,Yes,Fiber Optic,7.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.2,4599.15,40.46,0,1485.96,6044.65,Stayed,,
2791-SFVEW,Female,63,No,0,Los Angeles,90013,34.044639,-118.240413,0,9,Offer E,Yes,34.79,No,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,20.15,238.15,0.0,0,313.11,551.26,Stayed,,
7101-HRBLJ,Female,25,Yes,0,Idyllwild,92549,33.755039,-116.741796,9,72,,Yes,16.05,No,Yes,Cable,46.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,83.7,6096.9,0.0,0,1155.6,7252.5,Stayed,,
1389-WNUIB,Female,21,Yes,3,San Diego,92154,32.578103,-117.012975,7,20,,Yes,15.29,Yes,Yes,Cable,59.0,Yes,No,No,No,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,76.0,1588.75,7.3,70,305.8,1957.25,Stayed,,
1480-IVEVR,Male,76,Yes,0,Montara,94037,37.540582,-122.509594,2,35,,Yes,4.16,Yes,Yes,Fiber Optic,28.0,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,81.6,2815.25,0.0,0,145.6,2960.85,Stayed,,
9057-SIHCH,Female,48,No,0,Twentynine Palms,92278,34.457829,-116.139589,0,3,Offer E,Yes,9.95,Yes,Yes,Fiber Optic,13.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.6,291.9,0.0,0,29.85,321.75,Churned,Price,Price too high
5939-SXWHM,Male,59,Yes,3,Millville,96062,40.531257,-122.148139,1,48,Offer B,Yes,20.73,Yes,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,26.3,1245.05,0.0,0,995.04,2240.09,Stayed,,
2357-COQEK,Female,79,No,0,Atherton,94027,37.454924,-122.203168,0,28,,Yes,28.14,Yes,Yes,Fiber Optic,10.0,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,103.3,2890.65,0.0,0,787.92,3678.57,Churned,Competitor,Competitor made better offer
9408-SSNVZ,Female,39,No,2,Stevenson Ranch,91381,34.364153,-118.615583,0,4,,Yes,29.4,No,Yes,Fiber Optic,17.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.15,268.35,21.69,0,117.6,364.26,Churned,Other,Don't know
5562-BETPV,Male,21,Yes,0,San Andreas,95249,38.196497,-120.61689,1,1,Offer E,Yes,23.41,No,No,,,,,,,,,,,One Year,No,Mailed Check,19.65,19.65,0.0,0,23.41,43.06,Joined,,
3814-MLAXC,Female,58,No,0,Hayward,94545,37.62984,-122.120843,0,31,,Yes,16.63,Yes,Yes,Fiber Optic,12.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.85,2404.15,0.0,0,515.53,2919.68,Churned,Dissatisfaction,Lack of self-service on Website
2398-YPMUR,Female,77,Yes,0,Dinuba,93618,36.523619,-119.386868,2,13,,Yes,37.86,No,Yes,Fiber Optic,19.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.15,916.75,0.0,90,492.18,1498.93,Churned,Dissatisfaction,Poor expertise of online support
2717-HVIZY,Female,24,No,2,Orleans,95556,41.269521,-123.546958,0,8,Offer E,Yes,15.66,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.05,163.6,0.0,0,125.28,288.88,Stayed,,
7566-DSRLQ,Female,54,Yes,0,Rancho Cucamonga,91701,34.132275,-117.611478,7,72,Offer A,Yes,12.85,Yes,Yes,Fiber Optic,24.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,110.15,7998.8,0.0,70,925.2,8994.0,Stayed,,
0292-WEGCH,Female,40,Yes,2,Death Valley,92328,36.27688,-117.033326,7,54,Offer B,Yes,4.33,Yes,Yes,DSL,12.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.2,4524.05,0.0,0,233.82,4757.87,Stayed,,
3452-GWUIN,Female,78,Yes,0,Raisin City,93652,36.594542,-119.905245,10,19,,Yes,19.57,Yes,Yes,Fiber Optic,27.0,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,94.95,1760.25,0.0,0,371.83,2132.08,Stayed,,
5044-XDPYX,Female,59,Yes,0,Chico,95973,39.903272,-121.843567,7,51,,Yes,20.47,Yes,No,,,,,,,,,,,Two Year,No,Mailed Check,25.5,1281.25,0.0,0,1043.97,2325.22,Stayed,,
4950-BDEUX,Male,47,No,0,Apple Valley,92308,34.424926,-117.184503,0,35,Offer C,No,,,Yes,DSL,26.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,49.2,1701.65,0.0,0,0.0,1701.65,Stayed,,
5590-BYNII,Male,51,No,0,Bayside,95524,40.825486,-124.049485,0,22,,Yes,35.93,Yes,Yes,Fiber Optic,17.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.75,2095.0,0.0,0,790.46,2885.46,Churned,Other,Don't know
6563-VRERX,Male,63,Yes,0,San Diego,92121,32.898613,-117.202937,2,33,,Yes,34.22,No,No,,,,,,,,,,,One Year,No,Credit Card,20.6,690.25,0.0,0,1129.26,1819.51,Stayed,,
